,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.942340791738382,0.9595375722543352,0.0,1.0,,0.0,0.0
1,0.8911988911988913,0.9624277456647399,0.0,1.0,,0.0,0.0
2,0.9716006884681584,0.9595375722543352,0.0,1.0,,0.0,0.0
3,0.917774762550882,0.9682080924855492,0.0,1.0,,0.0,0.0
4,0.9002324333988915,0.9508670520231214,0.0,1.0,,0.0,0.0
5,0.9313432835820896,0.9682080924855492,0.0,1.0,,0.0,0.0
6,0.9298623063683304,0.9595375722543352,0.0,1.0,,0.0,0.0
7,0.9366267465069861,0.9653179190751445,0.0,1.0,,0.0,0.0
8,0.8706439393939394,0.953757225433526,0.0,1.0,,0.0,0.0
9,0.9352272727272728,0.953757225433526,0.0,1.0,,0.0,0.0
