,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9858003442340793,0.9624277456647399,1.0,0.9608433734939759,0.5185185185185185,0.9802261848644811,1.0407523510971788
1,0.9985207100591715,0.9595375722543352,1.0,0.9585798816568047,0.36363636363636365,0.9790709277967581,1.0432098765432098
2,0.9969788519637462,0.9479768786127167,1.0,0.945619335347432,0.45454545454545453,0.972429604314591,1.0575079872204474
3,0.9738095238095238,0.9508670520231214,1.0,0.9494047619047619,0.37037037037037035,0.9743740359352572,1.0532915360501567
4,0.9762202753441802,0.9566473988439307,0.9411764705882353,0.9574468085106383,0.5333333333333333,0.9492767815605797,0.9830065359477124
5,0.9764350453172206,0.9364161849710982,0.9333333333333333,0.9365558912386707,0.4,0.9349432238498546,0.9965591397849463
6,0.9872455902306647,0.9653179190751445,0.9090909090909091,0.9671641791044776,0.47619047619047616,0.9376780699271218,0.9399551066217733
7,0.9795409181636727,0.9682080924855492,0.9166666666666666,0.9700598802395209,0.5238095238095238,0.9429854489260306,0.9449588477366255
8,0.9885196374622356,0.9479768786127167,1.0,0.945619335347432,0.45454545454545453,0.972429604314591,1.0575079872204474
9,0.9957655826558265,0.9710982658959537,0.8888888888888888,0.975609756097561,0.6666666666666666,0.9312403943594376,0.9111111111111111
