,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9455214096357769,0.96375,0.8055555555555556,0.9696576763485477,0.4978540772532189,0.8838060466921821,0.8307628302279279
1,0.9561938105117566,0.975,0.8125,0.9810684647302904,0.6157894736842106,0.8928147218731113,0.8281786941580757
2,0.9336882996196403,0.95775,0.8125,0.9631742738589212,0.4517374517374517,0.8846350080741624,0.8435648896068928
3,0.935030904218534,0.9475,0.8263888888888888,0.9520228215767634,0.39144736842105265,0.8869842623855771,0.8680347468143709
4,0.9354036998616875,0.9675,0.7986111111111112,0.9738070539419087,0.5324074074074074,0.8818691135062989,0.8200917295457909
5,0.9532087439488244,0.964,0.8541666666666666,0.9681016597510373,0.5,0.9093515094307651,0.8823109206179123
6,0.9523632002074689,0.9635,0.8541666666666666,0.9675829875518672,0.4959677419354839,0.9091078787473758,0.8827838827838828
7,0.9413603258990317,0.98,0.7916666666666666,0.9870331950207469,0.6951219512195121,0.8839690488876999,0.8020669118935014
8,0.942162646957123,0.954,0.8333333333333334,0.9585062240663901,0.42857142857142855,0.8937310483148674,0.8694083694083694
9,0.9662574919317659,0.96125,0.8611111111111112,0.9649896265560166,0.47876447876447875,0.9115718784244871,0.8923527128310789
