,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9895875319091765,0.9665071770334929,1.0,0.966142684401451,0.24324324324324326,0.9829255741923958,1.035043804755945
1,0.9900826446280991,0.9772727272727273,0.9090909090909091,0.9781818181818182,0.35714285714285715,0.9430038167192683,0.929368029739777
2,0.98775407598937,0.9736842105263158,0.8235294117647058,0.9768009768009768,0.42424242424242425,0.89689705866175,0.8430882352941176
3,0.9875761266747869,0.9820574162679426,0.8666666666666667,0.9841656516443362,0.5,0.923549438177743,0.8806105610561056
4,0.9892156862745098,0.9736842105263158,0.9,0.9754901960784313,0.47368421052631576,0.9369851527482109,0.9226130653266332
5,0.9837678661208072,0.9665071770334929,0.8235294117647058,0.9694749694749695,0.358974358974359,0.8935273646242334,0.84945917913765
6,0.990314769975787,0.9844497607655502,0.8,0.986682808716707,0.42105263157894735,0.8884516008052243,0.81079754601227
7,0.9854916325504561,0.972488038277512,0.8823529411764706,0.9743589743589743,0.4166666666666667,0.9272154586649913,0.9055727554179567
8,0.9819241670677576,0.9569377990430622,1.0,0.955719557195572,0.3898305084745763,0.9776091024512671,1.0463320463320462
9,0.9884693463256191,0.9784688995215312,0.6666666666666666,0.9841656516443362,0.43478260869565216,0.8100064409802908,0.6773927392739273
