,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9563409563409563,0.9248554913294798,0.7692307692307693,0.9309309309309309,0.30303030303030304,0.8462273430353785,0.826302729528536
1,0.980189959294437,0.9132947976878613,1.0,0.9104477611940298,0.2682926829268293,0.9541738631895289,1.098360655737705
2,0.9829304029304028,0.9624277456647399,0.47619047619047616,0.9938461538461538,0.8333333333333334,0.6879390040258462,0.4791390240306649
3,0.967842605156038,0.930635838150289,1.0,0.9283582089552239,0.3142857142857143,0.9635134710813461,1.0771704180064308
4,0.9684523809523811,0.9508670520231214,0.9,0.9523809523809523,0.36,0.9258200997725514,0.9450000000000001
5,0.9759231536926148,0.930635838150289,1.0,0.9281437125748503,0.3333333333333333,0.9634021551641092,1.0774193548387097
6,0.9496212121212121,0.9132947976878613,0.9375,0.9121212121212121,0.3409090909090909,0.9247235459117694,1.0278239202657808
7,0.9590818363273452,0.9248554913294798,1.0,0.9221556886227545,0.3157894736842105,0.9602893775434332,1.0844155844155843
8,0.9575305291723202,0.9161849710982659,1.0,0.9134328358208955,0.275,0.9557368025878754,1.0947712418300655
9,0.9503349503349503,0.9450867052023122,1.0,0.9429429429429429,0.40625,0.9710524923725509,1.0605095541401275
