,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9722633136094674,0.9508670520231214,1.0,0.9497041420118343,0.32,0.9745276507169175,1.0529595015576325
1,0.9812500000000001,0.9624277456647399,0.8125,0.9696969696969697,0.5652173913043478,0.8876253645985945,0.837890625
2,0.9773824423386375,0.9566473988439307,1.0,0.9544072948328267,0.53125,0.976937712872641,1.0477707006369428
3,0.965807327001357,0.9479768786127167,1.0,0.9462686567164179,0.3793103448275862,0.9727634125091352,1.0567823343848581
4,0.9556479556479558,0.9393063583815029,0.8461538461538461,0.9429429429429429,0.36666666666666664,0.8932383768484188,0.8973542381185694
5,0.9744209466263846,0.9624277456647399,1.0,0.9607250755287009,0.5357142857142857,0.9801658408293471,1.0408805031446542
6,0.9830339321357285,0.9595375722543352,1.0,0.9580838323353293,0.46153846153846156,0.9788175684647928,1.04375
7,0.9681139755766622,0.9393063583815029,1.0,0.9373134328358209,0.34375,0.9681494888888911,1.0668789808917196
8,0.9770833333333333,0.9479768786127167,1.0,0.9454545454545454,0.47058823529411764,0.9723448696087954,1.0576923076923077
9,0.9674289674289673,0.9421965317919075,1.0,0.93993993993994,0.3939393939393939,0.9695049973774967,1.0638977635782747
