,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.981239990848776,0.95,0.9148936170212766,0.967741935483871,0.9347826086956522,0.9409468208660942,0.9453900709219858
1,0.9773333333333333,0.95,0.92,0.9666666666666667,0.9387755102040817,0.9430447143870397,0.9517241379310345
2,0.9824810606060606,0.9357142857142857,0.9545454545454546,0.9270833333333334,0.8571428571428571,0.9407141871037036,1.0296220633299284
3,0.9901754385964912,0.9642857142857143,1.0,0.9473684210526315,0.9,0.9733285267845752,1.0555555555555556
4,0.9725216656098077,0.9285714285714286,0.9473684210526315,0.9156626506024096,0.8852459016393442,0.9313806308475994,1.0346260387811634
5,0.9790374331550803,0.95,0.9636363636363636,0.9411764705882353,0.9137931034482759,0.9523402079392396,1.0238636363636364
6,0.9910037878787878,0.9714285714285714,1.0,0.9583333333333334,0.9166666666666666,0.9789450103725609,1.0434782608695652
7,0.9740000000000001,0.95,1.0,0.93,0.851063829787234,0.9643650760992956,1.075268817204301
8,0.9930600737367166,0.9571428571428572,0.9622641509433962,0.9540229885057471,0.9272727272727272,0.9581347092214978,1.0086383268924757
9,0.9850187265917603,0.9571428571428572,0.9803921568627451,0.9438202247191011,0.9090909090909091,0.961932401888532,1.03874883286648
