,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9766649107522742,0.9725,0.8701298701298701,0.9765990639625585,0.5982142857142857,0.9218286265324449,0.8909796274013526
1,0.9680406696787353,0.95025,0.8831168831168831,0.952938117524701,0.42902208201892744,0.9173634722135409,0.9267305682039652
2,0.9690984392622458,0.97025,0.8831168831168831,0.9737389495579823,0.5738396624472574,0.9273215764248954,0.906933920552078
3,0.9736925191293367,0.95225,0.8896103896103896,0.9547581903276131,0.4405144694533762,0.9216088138039146,0.9317651302945421
4,0.9623567410228877,0.956,0.8636363636363636,0.9596983879355174,0.4618055555555556,0.9104012444764729,0.8999039432526292
5,0.955181129323095,0.96725,0.8181818181818182,0.9732189287571503,0.5502183406113537,0.8923396397221669,0.8406965729968668
6,0.9552444435439755,0.9535,0.8636363636363636,0.9570982839313572,0.4463087248322148,0.909167136217033,0.9023486700748315
7,0.957863119719594,0.98325,0.8636363636363636,0.9880395215808633,0.7430167597765364,0.9237461012351333,0.874090909090909
8,0.9707842859168913,0.97075,0.8766233766233766,0.9745189807592304,0.5793991416309013,0.9242759974686825,0.8995446922341266
9,0.9533745635539708,0.964,0.8571428571428571,0.968278731149246,0.5196850393700787,0.9110176716880551,0.8852232622372256
