,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9664859363434491,0.95,0.8857142857142857,0.9523316062176166,0.4025974025974026,0.9184191354518778,0.930048189025338
1,0.9413129163582532,0.91325,0.85,0.9155440414507772,0.26741573033707866,0.8821634968831801,0.9284097340124505
2,0.9357318652849741,0.9705,0.85,0.9748704663212435,0.5509259259259259,0.9102965980234448,0.8719107095402604
3,0.9556772760917838,0.96125,0.8285714285714286,0.9660621761658031,0.46963562753036436,0.8946795612924902,0.8576791939623798
4,0.9565738341968912,0.96625,0.85,0.9704663212435233,0.5107296137339056,0.9082380596831399,0.8758675920982382
5,0.9668282753515914,0.96875,0.8285714285714286,0.9738341968911917,0.5345622119815668,0.898271223912825,0.8508341884239731
6,0.9729839008142116,0.95075,0.8928571428571429,0.9528497409326425,0.40716612377850164,0.9223658153147741,0.9370387633030374
7,0.9684428201332347,0.97125,0.8357142857142857,0.9761658031088083,0.5598086124401914,0.9032140980320169,0.8561191992720656
8,0.9585806809770541,0.932,0.8714285714285714,0.9341968911917099,0.324468085106383,0.902267068181148,0.9328103953727913
9,0.944950962250185,0.97225,0.8285714285714286,0.9774611398963731,0.5714285714285714,0.8999424276346765,0.847677104236871
