,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9837777777777779,0.9214285714285714,0.88,0.9444444444444444,0.8979591836734694,0.9116529554118229,0.9317647058823529
1,0.9847781217750258,0.9571428571428572,0.9473684210526315,0.9607843137254902,0.9,0.9540527858909348,0.9860365198711063
2,0.9901323166629289,0.9571428571428572,0.9387755102040817,0.967032967032967,0.9387755102040817,0.9527994894050587,0.9707792207792209
3,0.9776482021379981,0.95,0.9285714285714286,0.9591836734693877,0.9069767441860465,0.9437534391650502,0.9680851063829788
4,0.9814687714481812,0.9428571428571428,0.9574468085106383,0.9354838709677419,0.8823529411764706,0.9464016307420662,1.0234776228906823
5,0.9717777777777779,0.95,0.92,0.9666666666666667,0.9387755102040817,0.9430447143870397,0.9517241379310345
6,0.9792395104895105,0.95,0.9423076923076923,0.9545454545454546,0.9245283018867925,0.9484068348949856,0.9871794871794871
7,0.9732481060606061,0.9571428571428572,0.9545454545454546,0.9583333333333334,0.9130434782608695,0.9564375187500369,0.9960474308300395
8,0.9758288770053476,0.95,0.9636363636363636,0.9411764705882353,0.9137931034482759,0.9523402079392396,1.0238636363636364
9,0.9817826935588809,0.9428571428571428,0.9622641509433962,0.9310344827586207,0.8947368421052632,0.9465205259532137,1.0335429769392035
