,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.8137304391721353,0.9225589225589226,0.42857142857142855,0.9469964664310954,0.2857142857142857,0.6370679936007376,0.4525586353944563
1,0.6509515570934257,0.9158249158249159,0.375,0.9307958477508651,0.13043478260869565,0.5908032184294314,0.4028810408921933
2,0.8591820987654322,0.9562289562289562,0.4444444444444444,0.9722222222222222,0.3333333333333333,0.6573421981221795,0.45714285714285713
3,0.8606271777003484,0.9528619528619529,0.2,0.9790940766550522,0.25,0.4425141978863621,0.20427046263345197
4,0.7897923875432525,0.9629629629629629,0.125,0.986159169550173,0.2,0.35109812900921533,0.1267543859649123
5,0.8607755880483153,0.9259259259259259,0.18181818181818182,0.9545454545454546,0.13333333333333333,0.4165977904505309,0.19047619047619047
6,0.8911798396334479,0.9494949494949495,0.3333333333333333,0.9621993127147767,0.15384615384615385,0.5663330329746437,0.3464285714285714
7,0.759376986649714,0.9191919191919192,0.18181818181818182,0.9475524475524476,0.11764705882352941,0.4150689860629846,0.19188191881918817
8,0.6855362946912242,0.9326599326599326,0.3076923076923077,0.9612676056338029,0.26666666666666666,0.5438516782058542,0.3200901662440124
9,0.8154972236244321,0.9494949494949495,0.2857142857142857,0.9823321554770318,0.4444444444444444,0.5297795108687149,0.2908530318602261
