,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.6844215349369989,0.9461279461279462,0.3333333333333333,0.9587628865979382,0.14285714285714285,0.5653208194167091,0.3476702508960573
1,0.753973299427845,0.9292929292929293,0.36363636363636365,0.951048951048951,0.2222222222222222,0.5880782109546473,0.3823529411764706
2,0.8680795847750865,0.9225589225589226,0.75,0.9273356401384083,0.2222222222222222,0.8339674634563427,0.808768656716418
3,0.6126543209876544,0.8686868686868687,0.3333333333333333,0.8854166666666666,0.08333333333333333,0.5432668671002207,0.3764705882352941
4,0.63136511375948,0.9427609427609428,0.23076923076923078,0.9753521126760564,0.3,0.4744272934511648,0.23660094418217162
5,0.8041237113402062,0.9494949494949495,0.3333333333333333,0.9621993127147767,0.15384615384615385,0.5663330329746437,0.3464285714285714
6,0.5477541371158392,0.8720538720538721,0.2,0.9078014184397163,0.10344827586206896,0.426098913033046,0.22031250000000002
7,0.827526132404181,0.9696969696969697,0.5,0.9860627177700348,0.5555555555555556,0.7021619178544344,0.5070671378091873
8,0.7137809187279152,0.9292929292929293,0.21428571428571427,0.9646643109540636,0.23076923076923078,0.454657872381781,0.22213500784929355
9,0.7795321637426901,0.9595959595959596,0.0,1.0,,0.0,0.0
