,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9927272727272727,0.9444444444444444,0.9090909090909091,0.96,0.9090909090909091,0.9341987329938275,0.946969696969697
1,0.9917695473251029,0.9722222222222222,1.0,0.9629629629629629,0.9,0.9813067629253163,1.0384615384615385
2,0.976923076923077,0.9444444444444444,1.0,0.9230769230769231,0.8333333333333334,0.9607689228305228,1.0833333333333333
3,1.0,0.9444444444444444,1.0,0.9333333333333333,0.75,0.9660917830792959,1.0714285714285714
4,0.9776785714285714,0.9444444444444444,1.0,0.9285714285714286,0.8,0.9636241116594315,1.0769230769230769
5,0.9933110367892977,0.9166666666666666,1.0,0.8695652173913043,0.8125,0.9325048082403138,1.1500000000000001
6,1.0,0.9444444444444444,1.0,0.9259259259259259,0.8181818181818182,0.9622504486493763,1.08
7,0.9958847736625513,0.9722222222222222,1.0,0.9629629629629629,0.9,0.9813067629253163,1.0384615384615385
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
