,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.8700207341422208,0.926,0.6411764705882353,0.9386422976501305,0.3168604651162791,0.7757804815488352,0.6830892579563119
1,0.9493898993949115,0.97525,0.6569767441860465,0.9895506792058516,0.738562091503268,0.8062950969910156,0.6639141966061737
2,0.8639241502873122,0.93825,0.4968152866242038,0.9562841530054644,0.3170731707317073,0.6892725045797153,0.5195268425841675
3,0.9553182410809531,0.97575,0.5818181818181818,0.9926988265971317,0.7741935483870968,0.7599804118421644,0.5860973804236215
4,0.8919295247395832,0.934,0.5625,0.9494791666666667,0.31690140845070425,0.7308091619910084,0.5924300603400987
5,0.9503142657235756,0.97375,0.6235955056179775,0.9900575614861329,0.7449664429530202,0.7857451531163567,0.6298578283488134
6,0.8875843279709394,0.944,0.5273972602739726,0.9597820446289569,0.33189655172413796,0.7114677932257113,0.5494969021616357
7,0.9553595852937958,0.9765,0.6776315789473685,0.9883056133056133,0.6959459459459459,0.8183563363393908,0.6856498332341504
8,0.907027033112668,0.94,0.6172839506172839,0.9536216779572694,0.3597122302158273,0.7672387873170559,0.6473048640626053
9,0.9530745735361917,0.976,0.6875,0.9867738589211619,0.66,0.8236546776460987,0.6967148488830486
