,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9814035087719298,0.9428571428571428,0.9555555555555556,0.9368421052631579,0.8775510204081632,0.9461525661131893,1.0199750312109863
1,0.9496425567703953,0.9071428571428571,0.9482758620689655,0.8780487804878049,0.8461538461538461,0.9124869666223606,1.0799808429118773
2,0.9109941520467837,0.8428571428571429,0.9777777777777777,0.7789473684210526,0.676923076923077,0.8727184121471168,1.2552552552552552
3,0.970513413506013,0.9214285714285714,0.8478260869565217,0.9574468085106383,0.9069767441860465,0.9009707992652063,0.8855072463768116
4,0.9426900584795321,0.8642857142857143,0.9111111111111111,0.8421052631578947,0.7321428571428571,0.875928913775715,1.0819444444444444
5,0.9385039558858788,0.8642857142857143,1.0,0.8041237113402062,0.6935483870967742,0.8967294527003149,1.2435897435897436
6,0.9463315217391305,0.8928571428571429,0.7708333333333334,0.9565217391304348,0.9024390243902439,0.8586727202955211,0.8058712121212122
7,0.9266970288440686,0.9,0.9056603773584906,0.896551724137931,0.8421052631578947,0.9010945415460933,1.0101596516690856
8,0.9386249999999999,0.8571428571428571,1.0,0.8,0.6666666666666666,0.8944271909999159,1.25
9,0.9819611470860314,0.9428571428571428,0.8913043478260869,0.9680851063829787,0.9318181818181818,0.928901751739563,0.9206880076445293
