,AUC,accuracy,recall,Specificity,precision,gmeans,RS
0,0.9775929775929775,0.930635838150289,1.0,0.9279279279279279,0.35135135135135137,0.9632901577032373,1.0776699029126213
1,0.970414201183432,0.9104046242774566,1.0,0.908284023668639,0.20512820512820512,0.9530393610279898,1.1009771986970684
2,0.9804804804804805,0.9479768786127167,0.9230769230769231,0.948948948948949,0.41379310344827586,0.9359235417238291,0.9727361246348588
3,0.9650568181818182,0.9277456647398844,0.75,0.9363636363636364,0.36363636363636365,0.838017140202232,0.8009708737864077
4,0.9698795180722891,0.9479768786127167,1.0,0.9457831325301205,0.4375,0.9725138212540326,1.0573248407643312
5,0.9769211576846307,0.9508670520231214,0.8333333333333334,0.9550898203592815,0.4,0.8921368637337741,0.8725182863113897
6,0.9494631901840491,0.8901734104046243,0.9,0.8895705521472392,0.3333333333333333,0.8947700804857722,1.0117241379310344
7,0.9671901893287435,0.9479768786127167,0.42857142857142855,0.9698795180722891,0.375,0.6447190478048633,0.4418811002661934
8,0.9731289152654137,0.9566473988439307,0.6666666666666666,0.9643916913946587,0.3333333333333333,0.8018277834192987,0.6912820512820512
9,0.9805389221556885,0.9624277456647399,0.9166666666666666,0.9640718562874252,0.4782608695652174,0.9400704946599163,0.9508281573498963
